time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2021/01/19/22:13:09.077705,557,1611074589,77268456,world,-0.428207725286,1.06658315659,0.706092000008,0.0299701858312,0.0494130142033,0.288744211197,0.955660521984
2021/01/19/22:13:09.097679,558,1611074589,97250123,world,-0.423016786575,1.06826841831,0.706422388554,0.0325867943466,0.0439996905625,0.284838110209,0.957010746002
2021/01/19/22:13:09.107655,559,1611074589,107259179,world,-0.417373895645,1.07028710842,0.706552863121,0.0339033715427,0.0467988662422,0.280977398157,0.957972943783
2021/01/19/22:13:09.127655,560,1611074589,127248679,world,-0.41229441762,1.07241225243,0.706021428108,0.0330809429288,0.0463342666626,0.275897473097,0.959499597549
2021/01/19/22:13:09.147635,561,1611074589,147247067,world,-0.40701135993,1.07422482967,0.705990433693,0.0336908586323,0.0414335690439,0.272523373365,0.960666060448
2021/01/19/22:13:09.157639,562,1611074589,157261475,world,-0.400696873665,1.07662391663,0.706420123577,0.0379217937589,0.0437970459461,0.270200997591,0.961059451103
2021/01/19/22:13:09.177713,563,1611074589,177268493,world,-0.394681811333,1.07914698124,0.705923080444,0.0340298675001,0.0462009459734,0.2656711936,0.96235460043
2021/01/19/22:13:09.197651,564,1611074589,197251012,world,-0.389287799597,1.08081126213,0.705954015255,0.0316305495799,0.0436811670661,0.262782394886,0.963346779346
2021/01/19/22:13:09.207650,565,1611074589,207287030,world,-0.382845550776,1.08224833012,0.706579089165,0.0401282683015,0.0496304519475,0.260214358568,0.963439166546
2021/01/19/22:13:09.227690,566,1611074589,227253679,world,-0.377334058285,1.08388972282,0.706200003624,0.0381908267736,0.0435356348753,0.256834864616,0.964718639851
2021/01/19/22:13:09.247621,567,1611074589,247243493,world,-0.371243774891,1.08586704731,0.705864012241,0.032039321959,0.0445612892509,0.25336253643,0.965813219547
2021/01/19/22:13:09.257627,568,1611074589,257254271,world,-0.36512658,1.08763790131,0.706264317036,0.0330830253661,0.0462399236858,0.250588327646,0.966422796249
2021/01/19/22:13:09.277699,569,1611074589,277267827,world,-0.359660029411,1.0894036293,0.706144273281,0.0369737669826,0.0436657108366,0.246141418815,0.967543661594
2021/01/19/22:13:09.297650,570,1611074589,297249845,world,-0.354421168566,1.09126830101,0.706223607063,0.0329133570194,0.0420462712646,0.242886170745,0.968584120274
2021/01/19/22:13:09.307619,571,1611074589,307257141,world,-0.348665833473,1.09309315681,0.70624089241,0.035815268755,0.0422297939658,0.237764105201,0.969743430614
2021/01/19/22:13:09.327677,572,1611074589,327243364,world,-0.342133879662,1.09483718872,0.706221282482,0.03612825647,0.0446296595037,0.235398575664,0.970201313496
2021/01/19/22:13:09.347624,573,1611074589,347252419,world,-0.335959017277,1.09633350372,0.705925881863,0.0344663970172,0.0468346662819,0.231517910957,0.971091210842
2021/01/19/22:13:09.357651,574,1611074589,357255549,world,-0.330186992884,1.09729301929,0.705864310265,0.035788860172,0.043601796031,0.228505536914,0.971907019615
2021/01/19/22:13:09.377735,575,1611074589,377270419,world,-0.323674708605,1.09835386276,0.706234931946,0.0393273420632,0.0450373999774,0.22473025322,0.97258490324
2021/01/19/22:13:09.397647,576,1611074589,397246345,world,-0.317104309797,1.09969568253,0.70570743084,0.0350622460246,0.0462963655591,0.222566008568,0.973186373711
2021/01/19/22:13:09.407624,577,1611074589,407259734,world,-0.311524897814,1.10082745552,0.705522060394,0.0359846837819,0.0452903807163,0.217789724469,0.974280059338
2021/01/19/22:13:09.427644,578,1611074589,427250512,world,-0.305735826492,1.101734519,0.706060528755,0.0389157682657,0.0464224182069,0.21594157815,0.974525392056
2021/01/19/22:13:09.447620,579,1611074589,447245753,world,-0.300762683153,1.10306537151,0.706246137619,0.0389748960733,0.0410959161818,0.212347477674,0.975551486015
2021/01/19/22:13:09.457622,580,1611074589,457257123,world,-0.295291364193,1.10517597198,0.705936014652,0.0369788445532,0.0423984117806,0.20708823204,0.976703345776
2021/01/19/22:13:09.477706,581,1611074589,477271512,world,-0.289275586605,1.10734212399,0.706006526947,0.035955734551,0.0429513566196,0.205665454268,0.977017998695
2021/01/19/22:13:09.497653,582,1611074589,497250178,world,-0.2834199965,1.10894417763,0.706189930439,0.0357188992202,0.0458053611219,0.202266216278,0.977606475353
2021/01/19/22:13:09.507651,583,1611074589,507286160,world,-0.278536945581,1.10992789268,0.70634740591,0.0377067402005,0.0416542254388,0.19699563086,0.978793144226
2021/01/19/22:13:09.527665,584,1611074589,527244289,world,-0.27270296216,1.1105492115,0.706583499908,0.0380408018827,0.0428556613624,0.194175824523,0.97929161787
2021/01/19/22:13:09.547613,585,1611074589,547239252,world,-0.266469657421,1.11096143723,0.706963002682,0.0364482775331,0.0435179583728,0.191162496805,0.979915678501
2021/01/19/22:13:09.557644,586,1611074589,557257956,world,-0.260680347681,1.11099588871,0.706728577614,0.038190677762,0.0431637503207,0.186746448278,0.98071616888
2021/01/19/22:13:09.577765,587,1611074589,577335141,world,-0.254961103201,1.11109435558,0.70686173439,0.0393047966063,0.041035220027,0.183565273881,0.98136395216
2021/01/19/22:13:09.597657,588,1611074589,597251623,world,-0.248822137713,1.11165356636,0.707555115223,0.0407858639956,0.0420378781855,0.179866760969,0.981945633888
2021/01/19/22:13:09.607630,589,1611074589,607259771,world,-0.242768257856,1.11274683475,0.707014918327,0.0386167168617,0.043955963105,0.177206084132,0.982433080673
2021/01/19/22:13:09.627663,590,1611074589,627248215,world,-0.2368773669,1.11405909061,0.706855118275,0.0360896885395,0.0400234609842,0.173540234566,0.983351230621
2021/01/19/22:13:09.647638,591,1611074589,647245271,world,-0.230357244611,1.11520683765,0.706676781178,0.0428850091994,0.0425918102264,0.170576408505,0.983488976955
2021/01/19/22:13:09.657650,592,1611074589,657283178,world,-0.223865419626,1.11643958092,0.706556499004,0.0388159826398,0.0430091246963,0.167416483164,0.984182596207
2021/01/19/22:13:09.677794,593,1611074589,677350419,world,-0.217723339796,1.11714661121,0.706111133099,0.0371421352029,0.0423289351165,0.163925588131,0.984863996506
2021/01/19/22:13:09.697687,594,1611074589,697247808,world,-0.211546942592,1.11729967594,0.706759929657,0.0430424772203,0.0444431006908,0.160017937422,0.985173344612
2021/01/19/22:13:09.707639,595,1611074589,707263752,world,-0.20579610765,1.1172721386,0.706770837307,0.0410405099392,0.0407178066671,0.156855031848,0.985928118229
2021/01/19/22:13:09.727658,596,1611074589,727250067,world,-0.199414208531,1.11778736115,0.706719756126,0.0406211204827,0.0408405251801,0.152976602316,0.986549675465
2021/01/19/22:13:09.747644,597,1611074589,747247845,world,-0.192805767059,1.11816763878,0.706530034542,0.0410804860294,0.0428672097623,0.149084031582,0.98704046011
2021/01/19/22:13:09.757639,598,1611074589,757257678,world,-0.187233045697,1.11836016178,0.706631243229,0.0413433499634,0.0408533252776,0.145750552416,0.98761254549
2021/01/19/22:13:09.777762,599,1611074589,777264178,world,-0.181753396988,1.11884999275,0.706877827644,0.0421626828611,0.0407776497304,0.142787128687,0.988013863564
2021/01/19/22:13:09.797695,600,1611074589,797248030,world,-0.176428630948,1.11935567856,0.707015752792,0.0409879609942,0.0410896316171,0.138876825571,0.988607525826
2021/01/19/22:13:09.807635,601,1611074589,807269308,world,-0.170997038484,1.12004208565,0.706936120987,0.0417669229209,0.0375592000782,0.136307612062,0.989072918892
2021/01/19/22:13:09.827646,602,1611074589,827245178,world,-0.164650171995,1.12054204941,0.706885695457,0.0423064865172,0.0396265424788,0.132693827152,0.989460647106
2021/01/19/22:13:09.850171,603,1611074589,849099104,world,-0.157951205969,1.1211783886,0.706595540047,0.0406057536602,0.0421330817044,0.128275707364,0.990010797977
2021/01/19/22:13:09.867670,604,1611074589,867285530,world,-0.152277499437,1.12152469158,0.706416666508,0.0392351076007,0.0405310094357,0.12486794591,0.990568459034
2021/01/19/22:13:09.877648,605,1611074589,877254104,world,-0.146280422807,1.12155997753,0.70691806078,0.0443184413016,0.0405187420547,0.121743440628,0.990743517876
2021/01/19/22:13:09.897470,606,1611074589,897196882,world,-0.140332639217,1.12170374393,0.706849932671,0.0420037694275,0.0394703298807,0.117848053575,0.991357505322
2021/01/19/22:13:09.907484,607,1611074589,907208789,world,-0.134191229939,1.12181663513,0.706764638424,0.0393350943923,0.0399520583451,0.114559076726,0.991833031178
2021/01/19/22:13:09.927480,608,1611074589,927203641,world,-0.127959564328,1.12131142616,0.706900119781,0.0425027385354,0.0403939932585,0.11095700413,0.992093920708
2021/01/19/22:13:09.947499,609,1611074589,947225919,world,-0.121768638492,1.12092471123,0.70701020956,0.0444616675377,0.0394615754485,0.108197167516,0.992350399494
2021/01/19/22:13:09.957454,610,1611074589,957199252,world,-0.116217136383,1.12051737309,0.707206189632,0.0418485663831,0.0401572436094,0.104355886579,0.992847502232
2021/01/19/22:13:09.977464,611,1611074589,977198197,world,-0.110981881618,1.12018859386,0.707543849945,0.0427925698459,0.0374175235629,0.10082244128,0.993279278278
2021/01/19/22:13:09.997694,612,1611074589,997231437,world,-0.105489812791,1.11977636814,0.7081553936,0.0445615500212,0.0371497794986,0.0968892648816,0.993602871895
2021/01/19/22:13:10.007635,613,1611074590,7252900,world,-0.100075051188,1.11953091621,0.708105623722,0.044668443501,0.038296032697,0.0938380658627,0.993847370148
2021/01/19/22:13:10.027754,614,1611074590,27252030,world,-0.0948771983385,1.11920773983,0.708464205265,0.0414866097271,0.0342407934368,0.0912207812071,0.994376838207
2021/01/19/22:13:10.047740,615,1611074590,47250067,world,-0.0890491828322,1.11880624294,0.708553254604,0.0479226000607,0.036535795778,0.0879209786654,0.994302988052
2021/01/19/22:13:10.057689,616,1611074590,57260511,world,-0.0834864154458,1.11860060692,0.708618283272,0.0441966988146,0.0364142805338,0.0844372138381,0.994781970978
2021/01/19/22:13:10.077744,617,1611074590,77263919,world,-0.0778355374932,1.11794281006,0.708582937717,0.0408784598112,0.0347364246845,0.0806183889508,0.995300531387
2021/01/19/22:13:10.097699,618,1611074590,97262048,world,-0.0719744190574,1.11675643921,0.70909267664,0.0491939708591,0.036728285253,0.0781261175871,0.995051503181
2021/01/19/22:13:10.107655,619,1611074590,107271641,world,-0.0660639181733,1.11582314968,0.708780646324,0.0460374802351,0.0334055349231,0.0738588944077,0.995645284653
2021/01/19/22:13:10.127651,620,1611074590,127254363,world,-0.059312492609,1.11542487144,0.708643376827,0.0463029854,0.0333509296179,0.0706915929914,0.995864748955
2021/01/19/22:13:10.147685,621,1611074590,147277326,world,-0.0521305240691,1.11507880688,0.708352386951,0.0482652522624,0.039607103914,0.0667859986424,0.995811998844
